# x_m,y_m,w_tr_right,w_tr_left_m
-18.226814,-522.021800,5.427133,4.057527
-18.425866,-521.033156,5.415271,4.070100
-18.618826,-520.043319,5.397797,4.088147
-18.804686,-519.052141,5.373409,4.113199
-18.982315,-518.059475,5.340358,4.147362
-19.150452,-517.065179,5.296602,4.193192
-19.307692,-516.069125,5.240252,4.253481
-19.452477,-515.071205,5.170146,4.330909
-19.583085,-514.071343,5.086077,4.427704
-19.697623,-513.069513,4.988813,4.545344
-19.794018,-512.065754,4.880131,4.684722
-19.870017,-511.060194,4.762675,4.847290
-19.923190,-510.053083,4.639892,5.036530
-19.950939,-509.044823,4.516128,5.258060
-19.950522,-508.036005,4.396291,5.518078
-19.919090,-507.027456,4.284908,5.822234
-19.853736,-506.020276,4.185344,6.177468
-19.751565,-505.015873,4.099489,6.594045
-19.609788,-504.015991,4.027744,7.077484
-19.425822,-503.022714,3.969357,7.611852
-19.197407,-502.038451,3.923040,8.156075
-18.922725,-501.065885,3.887253,8.661306
-18.600505,-500.107896,3.860370,9.092943
-18.230108,-499.167453,3.840871,9.438798
-17.811565,-498.247482,3.827537,9.701692
-17.345540,-497.350758,3.819661,9.886848
-16.833176,-496.479849,3.817007,9.993889
-16.275867,-495.637169,3.819606,10.021465
-15.675150,-494.825019,3.827422,9.971673
-15.032717,-494.045578,3.840312,9.844883
-14.350464,-493.300856,3.858504,9.633842
-13.630556,-492.592585,3.883076,9.328842
-12.875455,-491.922109,3.916178,8.931048
-12.087878,-491.290295,3.960642,8.459672
-11.270719,-490.697499,4.018982,7.946884
-10.426944,-490.143568,4.092159,7.422767
-9.559503,-489.627867,4.178993,6.908468
-8.671246,-489.149332,4.276483,6.422787
-7.764861,-488.706536,4.380694,5.984576
-6.842830,-488.297758,4.488060,5.606646
-5.907400,-487.921063,4.596251,5.289512
-4.960575,-487.574365,4.703948,5.025059
-4.004114,-487.255500,4.810044,4.804817
-3.039547,-486.962274,4.913159,4.622514
-2.068188,-486.692511,5.011648,4.473332
-1.091160,-486.444092,5.103489,4.352971
-0.109410,-486.214982,5.186218,4.257154
0.876263,-486.003249,5.257488,4.181994
1.865189,-485.807084,5.315752,4.124357
2.856812,-485.624804,5.360445,4.081847
3.850668,-485.454864,5.391817,4.052649
4.846374,-485.295855,5.410845,4.035319
5.843615,-485.146508,5.419145,4.028591
6.842130,-485.005686,5.418541,4.031297
7.841706,-484.872383,5.410474,4.042373
8.842168,-484.745709,5.395913,4.060823
9.843373,-484.624883,5.375665,4.085624
10.845202,-484.509215,5.350506,4.115761
11.847557,-484.398093,5.321106,4.150350
12.850356,-484.290976,5.288043,4.188696
13.853531,-484.187381,5.251835,4.230256
14.857024,-484.086873,5.212880,4.274594
15.860787,-483.989060,5.171446,4.321321
16.864777,-483.893588,5.127801,4.370092
17.868958,-483.800130,5.082313,4.420611
18.873298,-483.708386,5.035357,4.472623
19.877769,-483.618074,4.987161,4.525889
20.882346,-483.528931,4.937818,4.580173
21.887005,-483.440708,4.887424,4.635237
22.891725,-483.353165,4.836148,4.690848
23.896485,-483.266068,4.784248,4.746802
24.901265,-483.179182,4.732116,4.802917
25.906046,-483.092271,4.680188,4.858996
26.910806,-483.005097,4.628743,4.914801
27.915525,-482.917422,4.577857,4.970079
28.920182,-482.829017,4.527469,5.024603
29.924758,-482.739657,4.477530,5.078174
30.929233,-482.649128,4.428055,5.130621
31.933585,-482.557230,4.379036,5.181797
32.937795,-482.463774,4.330470,5.231575
33.941845,-482.368581,4.282489,5.279824
34.945713,-482.271485,4.235341,5.326404
35.949379,-482.172326,4.189366,5.371184
36.952824,-482.070950,4.145016,5.414035
37.956026,-481.967205,4.102829,5.454795
38.958962,-481.860940,4.063259,5.493245
39.961608,-481.751998,4.026526,5.529110
40.963938,-481.640217,3.992708,5.562125
41.965923,-481.525425,3.961934,5.592072
42.967531,-481.407438,3.934413,5.618744
43.968728,-481.286056,3.910395,5.641907
44.969473,-481.161060,3.890165,5.661315
45.969722,-481.032202,3.874076,5.676709
46.969423,-480.899206,3.862519,5.687812
47.968516,-480.761760,3.855857,5.694300
48.966930,-480.619512,3.854458,5.695830
49.964585,-480.472066,3.858776,5.692042
50.961388,-480.318984,3.869298,5.682572
51.957229,-480.159786,3.886467,5.667126
52.951987,-479.993952,3.910766,5.645485
53.945519,-479.820927,3.942878,5.617185
54.937669,-479.640127,3.983749,5.581233
55.928259,-479.450949,4.034613,5.536201
56.917093,-479.252775,4.096776,5.480466
57.903956,-479.044984,4.171143,5.412484
58.888617,-478.826958,4.258033,5.331244
59.870819,-478.598079,4.357074,5.236973
60.850287,-478.357722,4.466817,5.131749
61.826717,-478.105255,4.584340,5.019454
62.799777,-477.840040,4.705039,4.905232
63.769106,-477.561436,4.822590,4.794764
64.734317,-477.268805,4.929512,4.693134
65.694987,-476.961519,5.019323,4.603693
66.650666,-476.638959,5.089969,4.527634
67.600873,-476.300530,5.145716,4.464150
68.545097,-475.945658,5.195075,4.410917
69.482799,-475.573805,5.245574,4.364743
70.413416,-475.184471,5.298575,4.322417
71.336361,-474.777203,5.348530,4.281514
72.251030,-474.351602,5.388771,4.240978
73.156808,-473.907327,5.417494,4.201391
74.053068,-473.444103,5.436965,4.164477
74.939186,-472.961724,5.450710,4.132151
75.814540,-472.460057,5.464108,4.105908
76.678521,-471.939040,5.483619,4.086512
77.530536,-471.398684,5.511446,4.073734
78.370013,-470.839070,5.541556,4.066414
79.196407,-470.260341,5.562748,4.062902
80.009197,-469.662696,5.568469,4.061488
80.807887,-469.046381,5.566169,4.060806
81.592005,-468.411680,5.572669,4.060189
82.361100,-467.758907,5.595084,4.059490
83.114738,-467.088397,5.620900,4.058659
83.852497,-466.400504,5.630358,4.057846
84.573969,-465.695592,5.614403,4.057477
85.278760,-464.974043,5.581204,4.057705
85.966484,-464.236245,5.549111,4.057982
86.636763,-463.482594,5.532829,4.057584
87.289232,-462.713499,5.534079,4.056289
87.923535,-461.929376,5.542774,4.054297
88.539327,-461.130650,5.545696,4.051844
89.136276,-460.317754,5.536560,4.049277
89.714059,-459.491131,5.519423,4.047354
90.272365,-458.651230,5.502290,4.047348
90.810892,-457.798505,5.489044,4.050565
91.329354,-456.933425,5.477186,4.057703
91.827483,-456.056464,5.462745,4.068815
92.305029,-455.168111,5.446602,4.083713
92.761769,-454.268866,5.432606,4.102141
93.197510,-453.359242,5.420897,4.123653
93.612099,-452.439769,5.407754,4.147626
94.005441,-451.510996,5.390566,4.173546
94.377506,-450.573490,5.369364,4.201238
94.728343,-449.627835,5.344854,4.230988
95.058085,-448.674625,5.317439,4.263352
95.366954,-447.714460,5.286944,4.298825
95.655257,-446.747939,5.252109,4.337947
95.923391,-445.775651,5.211101,4.381618
96.171830,-444.798170,5.163019,4.431062
96.401126,-443.816051,5.108569,4.487540
96.611898,-442.829818,5.048844,4.552138
96.804827,-441.839968,4.983746,4.625496
96.980643,-440.846962,4.911682,4.707419
97.140123,-439.851224,4.831059,4.796572
97.284076,-438.853144,4.741842,4.890770
97.413337,-437.853070,4.645854,4.987347
97.528762,-436.851317,4.546543,5.083534
97.631214,-435.848161,4.448082,5.176637
97.721561,-434.843847,4.354172,5.264134
97.800668,-433.838586,4.267738,5.343957
97.869389,-432.832558,4.190716,5.414805
97.928565,-431.825918,4.123857,5.476207
97.979019,-430.818796,4.066935,5.528467
98.021549,-429.811299,4.019086,5.572431
98.056926,-428.803516,3.979258,5.609085
98.085887,-427.795516,3.946476,5.639224
98.109140,-426.787358,3.919848,5.663421
98.127352,-425.779084,3.898710,5.682192
98.141156,-424.770729,3.882630,5.696106
98.151146,-423.762319,3.871157,5.705796
98.157878,-422.753870,3.863742,5.711929
98.161871,-421.745398,3.859785,5.715183
98.163608,-420.736910,3.858637,5.716228
98.163531,-419.728412,3.859633,5.715689
98.162049,-418.719908,3.862137,5.714105
98.159529,-417.711399,3.865555,5.711915
98.156297,-416.702886,3.869357,5.709428
98.152638,-415.694370,3.873128,5.706817
98.148792,-414.685850,3.876585,5.704106
98.144958,-413.677327,3.879595,5.701246
98.141294,-412.668801,3.882244,5.698308
98.137923,-411.660273,3.884721,5.695523
98.134941,-410.651742,3.887006,5.693113
98.132420,-409.643210,3.888867,5.691209
98.130413,-408.634677,3.890114,5.689950
98.128958,-407.626143,3.890649,5.689556
98.128081,-406.617609,3.890401,5.690144
98.127795,-405.609076,3.889324,5.691491
98.128101,-404.600543,3.887353,5.693225
98.128991,-403.592011,3.884376,5.695166
98.130444,-402.583480,3.880414,5.697316
98.132426,-401.574949,3.875768,5.699731
98.134887,-400.566420,3.870822,5.702510
98.137757,-399.557892,3.865835,5.705773
98.140941,-398.549365,3.860971,5.709611
98.144309,-397.540841,3.856355,5.714049
98.147684,-396.532321,3.852076,5.719012
98.150830,-395.523804,3.848233,5.724290
98.153433,-394.515292,3.844976,5.729523
98.155095,-393.506787,3.842526,5.734174
98.155333,-392.498291,3.841218,5.737444
98.153571,-391.489808,3.841554,5.738398
98.149147,-390.481347,3.844215,5.736277
98.141308,-389.472921,3.850107,5.730488
98.129211,-388.464552,3.860443,5.720354
98.111933,-387.456272,3.876563,5.705026
98.088477,-386.448129,3.899611,5.683630
98.057786,-385.440191,3.930660,5.655353
98.018755,-384.432548,3.971128,5.619155
97.970235,-383.425317,4.022755,5.573431
97.911026,-382.418651,4.087143,5.516236
97.839867,-381.412741,4.165721,5.445813
97.755442,-380.407830,4.260022,5.360921
97.656384,-379.404213,4.371265,5.261144
97.541295,-378.402252,4.499271,5.147310
97.408759,-377.402383,4.640881,5.021795
97.257362,-376.405117,4.788902,4.888439
97.085718,-375.411053,4.933720,4.752000
96.892496,-374.420873,5.066386,4.617682
96.676449,-373.435343,5.181129,4.490685
96.436444,-372.455307,5.277187,4.375474
96.171497,-371.481673,5.357796,4.275226
95.880797,-370.515398,5.425299,4.191912
95.563736,-369.557464,5.478306,4.126535
95.219929,-368.608851,5.514257,4.079200
94.849219,-367.670511,5.532762,4.049345
94.451674,-366.743339,5.536668,4.036214
94.027539,-365.828170,5.531366,4.039383
93.577156,-364.925786,5.522547,4.058514
93.100910,-364.036942,5.510471,4.092917
92.599206,-363.162371,5.486783,4.141429
92.072466,-362.302788,5.440554,4.202527
91.521121,-361.458899,5.367607,4.274363
90.945626,-360.631392,5.274375,4.354878
90.346459,-359.820938,5.174507,4.441948
89.724119,-359.028191,5.079035,4.533577
89.079132,-358.253788,4.988051,4.627912
88.412051,-357.498345,4.893935,4.723340
87.723457,-356.762452,4.791459,4.818244
87.013963,-356.046668,4.681945,4.910935
86.284219,-355.351516,4.570954,4.999847
85.534909,-354.677469,4.465779,5.083694
84.766757,-354.024948,4.373545,5.161498
83.980523,-353.394306,4.298526,5.232502
83.177003,-352.785828,4.240323,5.296139
82.357018,-352.199720,4.194811,5.352125
81.521416,-351.636106,4.157068,5.400454
80.671060,-351.095029,4.123980,5.441290
79.806818,-350.576449,4.094325,5.474939
78.929561,-350.080244,4.066568,5.501887
78.040152,-349.606215,4.037853,5.522744
77.139436,-349.154092,4.006080,5.538105
76.228241,-348.723536,3.971954,5.548561
75.307366,-348.314148,3.938418,5.554700
74.377579,-347.925476,3.909017,5.556900
73.439613,-347.557022,3.886900,5.555258
72.494164,-347.208247,3.874141,5.549900
71.541888,-346.878584,3.871114,5.541379
70.583400,-346.567437,3.876494,5.530879
69.619278,-346.274197,3.888159,5.520068
68.650054,-345.998238,3.904054,5.510868
67.676225,-345.738931,3.922355,5.505115
66.698248,-345.495643,3.940974,5.504139
65.716544,-345.267745,3.957032,5.508576
64.731499,-345.054612,3.967239,5.518392
63.743465,-344.855630,3.969210,5.532943
62.752763,-344.670196,3.962663,5.551136
61.759687,-344.497720,3.949654,5.571567
60.764501,-344.337629,3.933575,5.592499
59.767446,-344.189367,3.917613,5.611990
58.768738,-344.052396,3.903892,5.628248
57.768574,-343.926196,3.893596,5.639859
56.767130,-343.810269,3.887528,5.645884
55.764563,-343.704135,3.886434,5.645909
54.761016,-343.607335,3.890771,5.639900
53.756616,-343.519430,3.900362,5.628045
52.751476,-343.440000,3.914483,5.610799
51.745699,-343.368645,3.932218,5.588939
50.739375,-343.304985,3.952827,5.563466
49.732584,-343.248660,3.975969,5.535387
48.725399,-343.199326,4.001666,5.505479
47.717883,-343.156659,4.030088,5.474308
46.710093,-343.120352,4.061372,5.442374
45.702080,-343.090114,4.095603,5.410018
44.693889,-343.065670,4.132757,5.377260
43.685559,-343.046759,4.172623,5.343787
42.677126,-343.033135,4.214715,5.309086
41.668621,-343.024564,4.258256,5.272664
40.660072,-343.020826,4.302472,5.234258
39.651502,-343.021713,4.346824,5.193877
38.642935,-343.027027,4.391041,5.151739
37.634388,-343.036582,4.435131,5.108227
36.625879,-343.050202,4.479213,5.063792
35.617423,-343.067720,4.523189,5.018837
34.609031,-343.088979,4.566649,4.973695
33.600717,-343.113829,4.609097,4.928747
32.592489,-343.142130,4.650143,4.884474
31.584357,-343.173748,4.689540,4.841384
30.576327,-343.208559,4.727212,4.799933
29.568407,-343.246443,4.763044,4.760424
28.560601,-343.287289,4.796737,4.722979
27.552915,-343.330990,4.827990,4.687857
26.545352,-343.377448,4.856572,4.655785
25.537916,-343.426568,4.882245,4.627683
24.530611,-343.478261,4.904787,4.604196
23.523438,-343.532445,4.923968,4.585656
22.516400,-343.589042,4.939547,4.572210
21.509497,-343.647977,4.951270,4.563744
20.502733,-343.709182,4.959044,4.559772
19.496108,-343.772592,4.963165,4.559477
18.489623,-343.838148,4.964146,4.561905
17.483279,-343.905793,4.962481,4.566093
16.477076,-343.975474,4.958544,4.571258
15.471016,-344.047143,4.952467,4.576940
14.465100,-344.120756,4.944246,4.582997
13.459327,-344.196270,4.933973,4.589590
12.453699,-344.273648,4.921811,4.597209
11.448217,-344.352856,4.907957,4.606701
10.442881,-344.433861,4.892613,4.619244
9.437692,-344.516637,4.875761,4.635953
8.432652,-344.601159,4.857059,4.657437
7.427762,-344.687404,4.836129,4.683690
6.423022,-344.775354,4.812778,4.714228
5.418435,-344.864992,4.786986,4.748240
4.414003,-344.956302,4.758898,4.784681
3.409726,-345.049274,4.728808,4.822355
2.405607,-345.143895,4.697142,4.860052
1.401647,-345.240155,4.664494,4.896668
0.397849,-345.338047,4.631629,4.931386
-0.605785,-345.437561,4.599323,4.963720
-1.609254,-345.538690,4.568158,4.993525
-2.612556,-345.641425,4.538505,5.021176
-3.615689,-345.745757,4.510432,5.047414
-4.618651,-345.851676,4.483541,5.072879
-5.621442,-345.959171,4.457183,5.098091
-6.624059,-346.068231,4.430826,5.123604
-7.626503,-346.178842,4.404122,5.149855
-8.628772,-346.290990,4.376843,5.177014
-9.630866,-346.404660,4.348966,5.204997
-10.632784,-346.519835,4.320700,5.233527
-11.634527,-346.636497,4.292423,5.262130
-12.636094,-346.754629,4.264640,5.290199
-13.637486,-346.874211,4.237859,5.317141
-14.638703,-346.995223,4.212405,5.342460
-15.639746,-347.117644,4.188430,5.365907
-16.640616,-347.241453,4.165996,5.387622
-17.641314,-347.366629,4.145105,5.407886
-18.641841,-347.493148,4.125721,5.426800
-19.642199,-347.620988,4.107831,5.444312
-20.642388,-347.750127,4.091555,5.460364
-21.642410,-347.880541,4.077069,5.474915
-22.642267,-348.012208,4.064240,5.487948
-23.641960,-348.145103,4.052519,5.499504
-24.641492,-348.279204,4.041362,5.509662
-25.640864,-348.414487,4.030519,5.518514
-26.640078,-348.550929,4.019937,5.526152
-27.639136,-348.688507,4.009693,5.532670
-28.638039,-348.827198,4.000051,5.538133
-29.636791,-348.966980,3.991450,5.542581
-30.635393,-349.107829,3.984360,5.546036
-31.633847,-349.249724,3.979201,5.548486
-32.632156,-349.392642,3.976329,5.549875
-33.630321,-349.536562,3.975971,5.550150
-34.628344,-349.681463,3.978124,5.549297
-35.626229,-349.827322,3.982399,5.547323
-36.623976,-349.974120,3.988084,5.544279
-37.621589,-350.121835,3.994640,5.540238
-38.619069,-350.270448,4.001961,5.535238
-39.616420,-350.419938,4.010068,5.529281
-40.613642,-350.570286,4.018909,5.522388
-41.610738,-350.721472,4.028497,5.514600
-42.607710,-350.873477,4.038946,5.505941
-43.604562,-351.026282,4.050281,5.496432
-44.601294,-351.179867,4.062331,5.486111
-45.597910,-351.334215,4.074935,5.475018
-46.594411,-351.489307,4.088198,5.463161
-47.590801,-351.645124,4.102342,5.450526
-48.587080,-351.801648,4.117410,5.437119
-49.583253,-351.958860,4.133351,5.422990
-50.579320,-352.116744,4.150229,5.408192
-51.575285,-352.275279,4.168133,5.392737
-52.571150,-352.434449,4.187014,5.376600
-53.566917,-352.594235,4.206733,5.359772
-54.562590,-352.754619,4.227180,5.342284
-55.558170,-352.915582,4.248223,5.324189
-56.553660,-353.077106,4.269662,5.305533
-57.549064,-353.239172,4.291307,5.286352
-58.544383,-353.401762,4.313079,5.266670
-59.539620,-353.564856,4.335057,5.246486
-60.534779,-353.728436,4.357348,5.225777
-61.529863,-353.892482,4.379912,5.204525
-62.524873,-354.056974,4.402674,5.182754
-63.519815,-354.221892,4.425769,5.160506
-64.514690,-354.387215,4.449452,5.137802
-65.509502,-354.552924,4.473825,5.114669
-66.504254,-354.718996,4.498813,5.091147
-67.498949,-354.885411,4.524369,5.067268
-68.493592,-355.052145,4.550493,5.043066
-69.488186,-355.219178,4.577106,5.018578
-70.482735,-355.386485,4.604056,4.993820
-71.477242,-355.554043,4.631229,4.968796
-72.471711,-355.721829,4.658551,4.943528
-73.466146,-355.889818,4.685945,4.918071
-74.460553,-356.057984,4.713390,4.892449
-75.454934,-356.226302,4.740991,4.866660
-76.449294,-356.394746,4.768891,4.840733
-77.443638,-356.563288,4.797091,4.814727
-78.437970,-356.731901,4.825445,4.788697
-79.432295,-356.900557,4.853842,4.762689
-80.426618,-357.069227,4.882292,4.736701
-81.420944,-357.237881,4.910819,4.710700
-82.415278,-357.406488,4.939348,4.684670
-83.409625,-357.575018,4.967725,4.658611
-84.403991,-357.743438,4.995770,4.632518
-85.398380,-357.911715,5.023342,4.606396
-86.392800,-358.079816,5.050394,4.580265
-87.387254,-358.247705,5.076981,4.554155
-88.381751,-358.415348,5.103206,4.528101
-89.376294,-358.582706,5.129129,4.502140
-90.370891,-358.749742,5.154742,4.476322
-91.365548,-358.916417,5.180007,4.450726
-92.360272,-359.082693,5.204890,4.425446
-93.355068,-359.248527,5.229424,4.400589
-94.349943,-359.413879,5.253688,4.376275
-95.344905,-359.578707,5.277725,4.352567
-96.339959,-359.742967,5.301578,4.329421
-97.335113,-359.906615,5.325287,4.306780
-98.330374,-360.069607,5.348811,4.284670
-99.325748,-360.231896,5.372051,4.263164
-100.321242,-360.393437,5.394851,4.242365
-101.316864,-360.554182,5.416968,4.222377
-102.312620,-360.714082,5.438117,4.203260
-103.308518,-360.873087,5.458018,4.185052
-104.304564,-361.031147,5.476425,4.167841
-105.300766,-361.188210,5.493190,4.151744
-106.297132,-361.344223,5.508311,4.136876
-107.293667,-361.499132,5.521923,4.123312
-108.290380,-361.652880,5.534204,4.111051
-109.287278,-361.805411,5.545279,4.100035
-110.284368,-361.956665,5.555181,4.090243
-111.281657,-362.106583,5.563840,4.081744
-112.279154,-362.255102,5.571142,4.074645
-113.276864,-362.402157,5.577002,4.069039
-114.274796,-362.547683,5.581342,4.065000
-115.272957,-362.691613,5.584053,4.062582
-116.271354,-362.833876,5.585040,4.061842
-117.269995,-362.974400,5.584229,4.062899
-118.268886,-363.113111,5.581551,4.065908
-119.268035,-363.249932,5.576942,4.070986
-120.267449,-363.384784,5.570326,4.078191
-121.267134,-363.517586,5.561607,4.087524
-122.267098,-363.648253,5.550703,4.098988
-123.267347,-363.776700,5.537572,4.112652
-124.267888,-363.902837,5.522188,4.128647
-125.268725,-364.026574,5.504498,4.147140
-126.269865,-364.147818,5.484383,4.168302
-127.271312,-364.266473,5.461684,4.192277
-128.273072,-364.382442,5.436265,4.219165
-129.275149,-364.495624,5.408031,4.249047
-130.277545,-364.605919,5.376895,4.281996
-131.280265,-364.713222,5.342756,4.318070
-132.283309,-364.817430,5.305486,4.357315
-133.286680,-364.918435,5.265014,4.399775
-134.290378,-365.016130,5.221322,4.445519
-135.294401,-365.110406,5.174196,4.494683
-136.298749,-365.201155,5.123188,4.547458
-137.303419,-365.288265,5.068032,4.604024
-138.308407,-365.371627,5.008931,4.664547
-139.313708,-365.451132,4.946554,4.729218
-140.319315,-365.526668,4.881978,4.798181
-141.325221,-365.598127,4.816517,4.871467
-142.331416,-365.665402,4.751549,4.949051
-143.337890,-365.728387,4.688450,5.030903
-144.344631,-365.786976,4.628479,5.117139
-145.351625,-365.841068,4.572645,5.208109
-146.358858,-365.890562,4.521565,5.303788
-147.366312,-365.935361,4.475203,5.403244
-148.373970,-365.975370,4.432762,5.505355
-149.381813,-366.010496,4.392811,5.609458
-150.389819,-366.040649,4.353887,5.715091
-151.397967,-366.065741,4.315199,5.821793
-152.406233,-366.085686,4.276634,5.929219
-153.414591,-366.100402,4.238257,6.037065
-154.423017,-366.109806,4.200143,6.144669
-155.431482,-366.113822,4.162625,6.250878
-156.439957,-366.112371,4.126406,6.354675
-157.448412,-366.105381,4.092270,6.455564
-158.456817,-366.092780,4.060822,6.553339
-159.465137,-366.074500,4.032470,6.647871
-160.473341,-366.050474,4.007397,6.738904
-161.481392,-366.020641,3.985482,6.826299
-162.489256,-365.984942,3.966345,6.910276
-163.496896,-365.943320,3.949653,6.990924
-164.504273,-365.895724,3.935104,7.068051
-165.511351,-365.842104,3.922320,7.141718
-166.518089,-365.782416,3.910850,7.212225
-167.524449,-365.716618,3.900356,7.279532
-168.530390,-365.644671,3.890568,7.343122
-169.535871,-365.566542,3.881108,7.402726
-170.540850,-365.482199,3.871778,7.458368
-171.545288,-365.391615,3.863053,7.510213
-172.549141,-365.294766,3.856035,7.558651
-173.552368,-365.191633,3.851984,7.604194
-174.554926,-365.082201,3.851756,7.647278
-175.556775,-364.966457,3.855624,7.688096
-176.557873,-364.844394,3.863841,7.726381
-177.558178,-364.716010,3.877089,7.761581
-178.557649,-364.581307,3.896195,7.793214
-179.556248,-364.440290,3.921820,7.820958
-180.553933,-364.292970,3.954301,7.844712
-181.550667,-364.139362,3.993409,7.864554
-182.546412,-363.979486,4.038658,7.880495
-183.541132,-363.813365,4.090178,7.892467
-184.534791,-363.641028,4.148729,7.900513
-185.527355,-363.462508,4.214483,7.904921
-186.518791,-363.277839,4.286441,7.906381
-187.509068,-363.087062,4.363435,7.905944
-188.498155,-362.890220,4.444909,7.904537
-189.486023,-362.687357,4.530225,7.902672
-190.472646,-362.478523,4.617831,7.900496
-191.457995,-362.263769,4.705291,7.897867
-192.442047,-362.043146,4.789994,7.894525
-193.424777,-361.816711,4.870305,7.890113
-194.406162,-361.584518,4.946134,7.883868
-195.386182,-361.346627,5.018137,7.874540
-196.364816,-361.103097,5.086755,7.860168
-197.342046,-360.853992,5.152092,7.837842
-198.317855,-360.599375,5.214149,7.804965
-199.292227,-360.339313,5.272886,7.760634
-200.265150,-360.073876,5.328234,7.705018
-201.236611,-359.803137,5.380122,7.638743
-202.206600,-359.527170,5.428485,7.563071
-203.175112,-359.246054,5.473261,7.479589
-204.142139,-358.959871,5.514391,7.390548
-205.107679,-358.668703,5.551820,7.299075
-206.071730,-358.372638,5.585502,7.207886
-207.034294,-358.071765,5.615398,7.119024
